,Unnamed: 0,ifm_start,ifm_peak_freq_resolution,ifm_terminal_frequency,ifm_duration,ifm_peak_frequency,ifm_rms,ifm_stop,ifm_peak_amplitude,ifm_region_id,cf_start,cf_peak_freq_resolution,cf_terminal_frequency,cf_duration,cf_peak_frequency,cf_rms,cf_stop,cf_peak_amplitude,cf_region_id,tfm_start,tfm_peak_freq_resolution,tfm_terminal_frequency,tfm_duration,tfm_peak_frequency,tfm_rms,tfm_stop,tfm_peak_amplitude,tfm_region_id,audio_file,terminal_frequency_threshold,video_annot_id,num_bats,0,duration,peak_freq_resolution,ifm-cf_dbratio,tfm-cf_dbratio,ifm-peak_db,tfm-peak_db,tfm_dbrms,ifm_dbrms,cf_dbrms,cf-peak_db,ifm_rmsdb,tfm_rmsdb,cf_rmsdb,ifm_bw,tfm_bw,annot_end_time,annot_start_time,posix_end_time,posix_start_time,groupsize
64,50,0.000932,899.2805755395682,91.15523465703971,2.216,101083.03249097473,0.08351274949747227,0.003148,0.211395263671875,fm1,0.003148,116.55011655011656,104278.38657029613,17.156000000000002,104.27838657029614,0.19848683659683566,0.020304,0.362152099609375,cf1,0.020304,694.4444444444445,87.96940194714882,2.876,101529.90264255911,0.08706620343560906,0.023180000000000003,0.2000732421875,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_223_hp,-10,Aditya_2018-08-16_2324_223,2,,,,-7.9283889049251535,-2.721919652233602,-36.68417395168262,-30.78199911912889,-37.92022391321295,-43.12669316590451,-35.19830426097935,-28.960141843666744,-21.564944355304934,-21.20300785501874,-14.045365796447397,13.123151913256429,16.308984623147307,2018-08-16 23:45:44,2018-08-16 23:45:43,1534455944.0,1534455943.0,multiple
65,52,0.000916,1101.3215859030836,97.34513274336284,1.8079999999999998,100110.61946902657,0.02524990673732844,0.002724,0.06964111328125,fm1,0.002724,104.99790004199915,102731.09243697481,19.040000000000003,102.9936974789916,0.07451076557689966,0.021764,0.14117431640625,cf1,0.021764,1136.3636363636365,97.9498861047836,1.756,103075.1708428246,0.02376992012041257,0.02352,0.067047119140625,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_236_hp,-10,Aditya_2018-08-16_2324_236,1,,,,,-7.703498018771559,,-26.341356099028477,-33.2819449003288,,-25.57844688155724,-19.467435772481846,-31.954804432917033,-32.47944555460116,-22.555619486547045,5.648564735628766,5.043811374208002,2018-08-16 23:46:08,2018-08-16 23:46:07,1534455968.0,1534455967.0,single
66,53,0.0003,2032.520325203252,101.4344262295082,0.976,104508.19672131148,0.024099640380277308,0.001276,0.054229736328125,fm1,0.001276,89.60573476702507,106829.18085678435,22.316,107.00842444882596,0.05154493931180189,0.023592,0.105072021484375,cf1,0.023592,2717.391304347826,103.02197802197806,0.728,104395.60439560443,0.012148026398791941,0.02432,0.0269775390625,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_248_hp,-10,Aditya_2018-08-16_2324_248,1,,,,-6.538973030791907,-8.170953354195778,-17.64367047608587,-18.443277358785213,-25.659099079339075,-24.027118755935213,-17.4881457251433,-12.036959704611212,-32.35978876014282,-38.309885459808385,-25.75627934741418,5.573998219317756,3.986446426847906,2018-08-16 23:50:02,2018-08-16 23:50:01,1534456202.0,1534456201.0,single
67,54,7.6e-05,1470.588235294117,94.39528023598821,1.356,106194.69026548672,0.07524650265168024,0.001432,0.146728515625,fm1,0.001432,139.97760358342666,107182.8619434332,14.284,107.18286194343321,0.062463662291694325,0.015716,0.116424560546875,cf1,0.015716,1582.2784810126584,92.06349206349208,1.26,106349.20634920636,0.05859821004897685,0.016975999999999998,0.13702392578125,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_255_hp,-10,Aditya_2018-08-16_2324_255,1,,,,-6.468686364492402,-9.580540997464356,-31.061611985793927,-33.970921911681145,-40.29003975812017,-37.17818512514821,-30.709498760655805,-24.086641845944254,-22.470273612854786,-24.64231299626784,-24.08745112691738,12.787581707445003,15.119369879941136,2018-08-16 23:51:20,2018-08-16 23:51:19,1534456280.0,1534456279.0,single
68,55,0.001008,1633.9869281045749,103.6184210526316,1.216,105263.15789473684,0.048381338531726464,0.002224,0.1163330078125,fm1,0.002224,111.11111111111113,107246.05467881751,17.996000000000002,107.35719048677484,0.11626816982479775,0.02022,0.197418212890625,cf1,0.02022,1748.2517482517483,103.50877192982456,1.14,104385.9649122807,0.05571209199456953,0.02136,0.121826171875,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_256_hp,-10,Aditya_2018-08-16_2324_256,1,,,,-5.440992933633496,-4.52263829563741,-22.65785226101864,-20.729016065727212,-28.517950858453673,-29.436305496449762,-23.995312562816267,-17.672009455997998,-26.306442409891567,-25.081010668671638,-18.690783274045874,3.738769434143236,3.8484185569502736,2018-08-16 23:51:21,2018-08-16 23:51:21,1534456281.0,1534456281.0,single
69,57,0.000816,1893.939393939394,94.46564885496184,1.048,104007.63358778627,0.0142291757459599,0.001864,0.0250244140625,fm1,0.001864,40.37467700258397,106799.64467415004,49.532,106.86021158039249,0.0623762169692912,0.051396,0.120361328125,cf1,0.051396,1552.7950310559006,94.53125,1.28,102343.75,0.041192077735362966,0.052676,0.077178955078125,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_260_hp,-10,Aditya_2018-08-16_2324_260,1,,,,-4.55648038898827,-7.866805423184563,-21.830980328626023,-24.388865312920913,-32.05772944570184,-28.747404411505546,-24.19092402251728,-17.314514980603914,-36.93640513162302,-27.70372603208054,-24.09961936271632,12.394562725430646,12.328961580392482,2018-08-16 23:51:31,2018-08-16 23:51:31,1534456291.0,1534456291.0,single
70,59,,,,,,,,,,0.001212,75.94167679222356,106106.63831080057,26.332,106.25854473644236,0.03561529779960817,0.027544,0.070556640625,cf1,0.027544,980.3921568627452,90.86444007858547,2.036,103143.4184675835,0.007877647803906051,0.02958,0.01971435546875,fm1,segment_matching_annotaudio_Aditya_2018-08-16_2324_280_hp,-10,Aditya_2018-08-16_2324_280,1,,,,-5.228323418007534,-0.06435781012739097,-24.75223203915341,-18.572753310326842,-25.812599538097004,-30.976565145977144,-25.74824172796961,-20.068659309271823,,-42.072068793054214,-28.96726839845853,,15.394104657856893,2018-08-16 23:55:48,2018-08-16 23:55:47,1534456548.0,1534456547.0,single
71,60,0.000188,1562.5,94.82758620689657,1.276,100313.47962382443,0.006863436671602025,0.001464,0.0157470703125,fm1,0.001464,132.20518244315178,103306.87830687832,15.119999999999996,103.43915343915344,0.019580073130694958,0.016584,0.037841796875,cf1,0.016584,1121.0762331838564,98.31460674157306,1.7799999999999998,102247.19101123596,0.007612595620686772,0.018364,0.02105712890625,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_285_hp,-10,Aditya_2018-08-16_2324_285,1,,,,-7.207903277719549,-6.928979797158758,-26.402077532225967,-26.407618769822555,-31.902356797645346,-32.18128027820614,-24.97337700048659,-19.557653556140853,-43.26916738329925,-42.3693447843221,-34.163713809188806,8.611567232256872,5.124546697580387,2018-08-16 23:56:52,2018-08-16 23:56:49,1534456612.0,1534456609.0,single
72,61,0.000392,,94.98480243161096,,107902.73556231004,0.03376759690533505,0.001708,0.069427490234375,fm1,0.001708,,109274.60263780858,,109.31687521136287,0.08648111176459737,0.025364,0.168365478515625,cf1,0.025364,,104.10334346504561,,106382.97872340426,0.05259042821115992,0.02668,0.12420654296875,fm2,segment_matching_annotaudio_Aditya_2018-08-16_2324_287_hp,-10,Aditya_2018-08-16_2324_287,1,,0.001316,1515.1515151515152,-7.460497658739406,-6.802281880143719,-19.805510142488924,-20.015387816694727,-25.1736523560816,-25.83186813467729,-18.37137047593788,-13.214378354915516,-29.42999690271236,-25.58186585964387,-21.261574718253513,14.332072779751922,5.213531746317269,2018-08-16 23:58:07,2018-08-16 23:58:07,1534456687.0,1534456687.0,single
73,76,0.000708,2212.389380530973,95.98214285714288,0.8960000000000002,100446.42857142858,0.009688468954827148,0.001604,0.02374267578125,fm1,0.001604,130.61650992685477,101907.49934674682,15.308,101.90749934674682,0.03152614969828034,0.016912,0.064453125,cf1,0.016912,1322.7513227513227,95.07978723404256,1.504,103058.51063829787,0.015162801067528426,0.018416,0.038177490234375,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_10_hp,-10,Aditya_2018-08-17_01_10,1,,,,,4.184250738073948,,-16.789767706350972,-24.32073219851974,,-28.50498293659369,-22.171385298211867,-40.274896960544126,-36.38441125666315,-30.0265813315674,5.925356489603947,6.827712112704263,2018-08-17 00:05:27,2018-08-17 00:05:25,1534457127.0,1534457125.0,single
74,77,0.00084,1072.961373390558,94.6236559139785,1.86,104301.0752688172,0.03272216652474108,0.0027,0.0692138671875,fm1,0.0027,154.51174289245986,108766.23376623377,12.936,108.99814471243043,0.04765282566291575,0.015636,0.091156005859375,cf1,0.015636,874.1258741258741,92.98245614035089,2.28,107017.54385964911,0.037224250166231286,0.017916,0.090423583984375,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_13_hp,-10,Aditya_2018-08-17_01_13,1,,,,,-13.10480039459568,,-34.10434833929268,-42.07206879305421,,-28.967268398458533,-23.02924210422453,-29.703158990851335,-28.58348083562477,-26.438226839263294,14.37448879845193,16.01568857207954,2018-08-17 00:06:51,2018-08-17 00:06:51,1534457211.0,1534457211.0,single
75,78,,,,,,,,,,0.0,149.88009592326142,103404.31913617275,13.336,103.55428914217158,0.015047318972261147,0.013336,0.035003662109375,cf1,0.013336,1196.1722488038274,90.14423076923077,1.664,96153.84615384617,0.005672894776964936,0.015,0.01287841796875,fm1,segment_matching_annotaudio_Aditya_2018-08-17_01_26_hp,-10,Aditya_2018-08-17_01_26,1,,,,-9.105453574110443,-8.205630975133287,-36.05600466665013,-33.532016884449256,-42.3693447843221,-43.26916738329925,-34.163713809188806,-28.440564995949654,,-44.923905436434865,-36.45081745558891,,13.41005837294081,2018-08-17 00:10:00,2018-08-17 00:10:00,1534457400.0,1534457400.0,single
76,79,,,,,,,,,,8.8e-05,174.82517482517483,104669.46484784893,11.436,104.93179433368313,0.015864308524479984,0.011524,0.0352783203125,cf1,0.011524,806.4516129032259,88.04523424878838,2.4760000000000004,104604.2003231018,0.01564146647087077,0.014,0.0423583984375,fm1,segment_matching_annotaudio_Aditya_2018-08-17_01_28_hp,-10,Aditya_2018-08-17_01_28,1,,,,-8.168422184458848,-4.320291141390356,-23.16937067933173,-18.117110514689962,-25.58186585964387,-29.42999690271236,-21.261574718253513,-15.47493902003956,,-36.11445063888575,-35.9915770537451,,16.88656008489475,2018-08-17 00:10:07,2018-08-17 00:10:06,1534457407.0,1534457406.0,single
77,80,0.00024,5681.818181818182,100.57471264367817,0.348,103448.27586206897,0.006265940630885347,0.000588,0.011749267578125,fm1,0.000588,64.68305304010349,104606.02924052274,30.916000000000007,105.12356061586235,0.022179164236628527,0.031504000000000004,0.054229736328125,cf1,0.031504000000000004,803.8585209003215,96.61835748792274,2.484,102254.42834138486,0.011339052758773787,0.033988,0.03070068359375,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_29_hp,-10,Aditya_2018-08-17_01_29,2,,,,-5.099340746900428,-11.483088028271695,-28.219256472946448,-33.8004763438379,-40.26434121428295,-33.880593932911694,-28.781253186011252,-20.203285216311716,-44.06027448656804,-38.9084644799735,-33.081096462437856,4.548847972184173,8.505203127939604,2018-08-17 00:10:08,2018-08-17 00:10:07,1534457408.0,1534457407.0,multiple
78,81,0.00096,1470.588235294117,95.87020648967554,1.356,104719.76401179943,0.011746978682953994,0.002316,0.02301025390625,fm1,0.002316,145.09576320371445,106821.48040638608,13.780000000000001,106.89404934687958,0.03284683855975086,0.016096,0.060302734375,cf1,0.016096,992.0634920634919,92.13147410358566,2.008,105079.68127490039,0.018026582370828537,0.018104,0.039794921875,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_33_hp,-10,Aditya_2018-08-17_01_33,1,,,,-8.73034580077269,-2.9012570294081415,-17.112575538080257,-12.209281077207091,-18.683001683365784,-24.512090454730334,-15.781744653957643,-9.717265266585217,-38.601476387075095,-34.88173205255185,-29.670128480761004,11.023842857204043,14.762575243293918,2018-08-17 00:10:23,2018-08-17 00:10:22,1534457423.0,1534457422.0,single
79,82,,,,,,,,,,0.000284,105.30749789385004,105773.2827644332,18.984,105.93131057732829,0.027875697278950274,0.019268,0.059906005859375,cf1,0.019268,1173.7089201877934,94.33962264150944,1.696,102004.71698113206,0.017053948734704283,0.020964,0.0457763671875,fm1,segment_matching_annotaudio_Aditya_2018-08-17_01_34_hp,-10,Aditya_2018-08-17_01_34,1,,,,-8.347844784914978,-7.177990337455549,-8.237713098175218,-7.620993580814673,-13.531473899609999,-14.701328347069433,-6.353483562154452,-1.3618062737559953,,-35.36350093737278,-31.09548520848067,,11.591687935818861,2018-08-17 00:11:43,2018-08-17 00:11:42,1534457503.0,1534457502.0,single
80,83,,,,,,,,,,2.4e-05,127.8772378516624,108339.72883090304,15.636000000000001,108.46763878229726,0.015367153316289557,0.01566,0.031005859375,cf1,0.01566,1612.9032258064515,102.75080906148868,1.236,106796.11650485438,0.006133888743004568,0.016896,0.013275146484375,fm1,segment_matching_annotaudio_Aditya_2018-08-17_01_35_hp,-10,Aditya_2018-08-17_01_35,2,,,,-5.984798770774336,-12.944444945363147,-26.939049028733702,-34.78951207660698,-42.94540642222446,-35.98576024763564,-30.0009614768613,-23.51599554692068,,-44.2452821110465,-36.268131516015536,,5.716829720808586,2018-08-17 00:12:09,2018-08-17 00:12:08,1534457529.0,1534457528.0,multiple
81,84,0.0008960000000000002,1396.6480446927374,93.39887640449439,1.424,103230.33707865168,0.010389747230474408,0.00232,0.0201416015625,fm1,0.00232,135.2082206598161,106601.73160173162,14.784,106.8046536796537,0.02386665030966224,0.017103999999999998,0.05059814453125,cf1,0.017103999999999998,1126.1261261261259,89.16478555304741,1.772,106659.14221218963,0.014711470499667326,0.018876,0.0308837890625,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_36_hp,-10,Aditya_2018-08-17_01_36,1,,,,-3.8967497747506608,-2.0877270189003334,-33.671603213584326,-28.097204493209382,-37.79083215044507,-39.59985490629539,-35.703105131544746,-29.132888965676226,-39.66790036309227,-36.646878295316625,-32.444170601106975,13.405777275159314,17.63986812660629,2018-08-17 00:12:50,2018-08-17 00:12:48,1534457570.0,1534457568.0,single
82,85,0.0007639999999999999,1543.20987654321,95.20123839009287,1.292,107585.13931888543,0.023060398479899016,0.002056,0.047698974609375,fm1,0.002056,150.51173991571343,107831.32530120481,13.280000000000001,108.05722891566263,0.03540320050079213,0.015336,0.064422607421875,cf1,0.015336,1269.035532994924,92.87531806615777,1.572,108142.49363867684,0.03811730679438983,0.016908000000000003,0.085723876953125,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_37_hp,-10,Aditya_2018-08-17_01_37,1,,,,-5.4190807212355985,-9.339905869803363,-23.543854094269253,-26.63790802681713,-35.343644347936575,-31.422819199368817,-26.003738478133226,-20.238632444712863,-32.74266384878296,-28.377555846747246,-29.019149506939463,12.855990525569768,15.181910849504858,2018-08-17 00:14:31,2018-08-17 00:14:31,1534457671.0,1534457671.0,single
83,86,0.000232,1024.5901639344265,90.34907597535936,1.9480000000000002,97022.58726899387,0.06279303092224613,0.00218,0.1268310546875,fm1,0.00218,143.7607820586544,108098.38895281934,13.904,108.31415420023016,0.09641648534365488,0.016084,0.19781494140625,cf1,0.016084,957.8544061302682,87.33205374280232,2.084,104606.52591170826,0.03941232684255831,0.018168,0.08544921875,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_39_hp,-10,Aditya_2018-08-17_01_39,2,,,,-4.8690243320545425,-6.313058698648146,-23.733254692103664,-25.891153714803966,-32.970025837253736,-31.52599147066014,-26.656967138605598,-20.688750280062894,-24.04177107428839,-28.08735848611725,-20.31697407678164,17.965078224870798,20.982100457427848,2018-08-17 00:15:06,2018-08-17 00:15:06,1534457706.0,1534457706.0,multiple
84,87,0.000436,1190.4761904761906,92.10526315789477,1.6720000000000002,106459.33014354069,0.011365825420341216,0.002108,0.0263671875,fm1,0.002108,139.35340022296543,106774.4633398383,14.347999999999999,106.9138555896292,0.01994957903006304,0.016456000000000002,0.04412841796875,cf1,0.016456000000000002,816.9934640522874,91.24386252045826,2.444,95744.68085106382,0.008730690017431769,0.0189,0.025421142578125,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_40_hp,-10,Aditya_2018-08-17_01_40,2,,,,-7.8131917606440515,-6.354429031638028,-26.558584282465095,-23.95608783477119,-32.93131846976797,-34.39008119877399,-26.576889438129946,-19.722958743434745,-38.887980380509475,-41.17902862206112,-34.00132528460693,14.808592431734432,15.66999306917093,2018-08-17 00:15:07,2018-08-17 00:15:07,1534457707.0,1534457707.0,multiple
85,88,0.000292,1865.6716417910445,104.86891385767794,1.0679999999999998,107677.90262172284,0.020276490718423183,0.00136,0.048553466796875,fm1,0.00136,83.22237017310253,109746.96187780924,24.028000000000002,109.91343432661897,0.04728678437974849,0.025388,0.0892333984375,cf1,0.025388,1322.7513227513227,106.10079575596816,1.508,110742.7055702918,0.015922998282873427,0.026896,0.0406494140625,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_46_hp,-10,Aditya_2018-08-17_01_46,2,,,,-9.154609694676603,-0.5469941015821291,-32.03272165152002,-22.50089556959274,-30.697521629309808,-39.30513722240429,-30.15052752772768,-25.184268035075906,-33.8601441361847,-35.95950303460032,-26.505204361947214,5.044520468941031,3.812638570650801,2018-08-17 00:15:45,2018-08-17 00:15:44,1534457745.0,1534457744.0,multiple
86,89,0.000608,2032.520325203252,103.48360655737707,0.976,109631.1475409836,0.050914640435515926,0.001584,0.09857177734375,fm1,0.001584,145.26438117373618,110319.76744186047,13.76,110.46511627906978,0.13767548540664395,0.015344,0.2410888671875,cf1,0.015344,1420.4545454545455,95.0,1.4,107857.14285714287,0.11693721017845665,0.016744,0.250213623046875,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_47_hp,-10,Aditya_2018-08-17_01_47,2,,,,-4.0840214379019795,-2.9288105725514813,-14.942157526303694,-14.790967121360874,-19.24984705298661,-20.40505791833711,-16.32103648043513,-10.675344151768652,-25.86314637836697,-18.640945430524475,-17.22286767277448,6.981509721692695,15.465116279069772,2018-08-17 00:15:46,2018-08-17 00:15:45,1534457746.0,1534457745.0,multiple
87,90,0.000464,1497.005988023952,99.84984984984989,1.332,108108.10810810812,0.02128866640762874,0.001796,0.03729248046875,fm1,0.001796,47.837734404898576,109641.14832535882,41.8,109.66507177033493,0.055414503704399,0.043596,0.13397216796875,cf1,0.043596,1748.2517482517483,100.0,1.14,107894.73684210527,0.02471855851714184,0.044736,0.04656982421875,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_58_hp,-10,Aditya_2018-08-17_01_58,1,,,,-8.843885380356216,-8.479456865533955,-27.683042767241897,-28.191985211491488,-33.21724601906017,-33.581674533882435,-24.73778915352621,-18.523414274475016,-33.4370308670045,-32.13953718161943,-25.127531039579715,9.815221920485056,9.665071770334936,2018-08-17 00:22:19,2018-08-17 00:22:17,1534458139.0,1534458137.0,single
88,91,4e-05,1196.1722488038274,91.72661870503596,1.668,101918.46522781775,0.005066981665057611,0.001708,0.01080322265625,fm1,0.001708,130.89005235602093,103953.9146373396,15.276,104.01937680020947,0.014468259108317094,0.016984,0.031524658203125,cf1,0.016984,1295.3367875647666,93.09895833333331,1.536,103515.625,0.005121430571333146,0.01852,0.01214599609375,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_65_hp,-10,Aditya_2018-08-17_01_65,1,,,,-11.550841435500939,-18.57458656500047,-24.765986419918427,-32.06455756854605,-36.23166776964711,-29.207922640147576,-17.657081204646644,-9.67759805637235,-45.905013344140045,-45.81217420839204,-36.791674443460366,12.292758095173514,10.920418466876159,2018-08-17 00:23:34,2018-08-17 00:23:32,1534458214.0,1534458212.0,single
89,92,,,,,,,,,,0.000336,154.2257865515114,104861.11111111114,12.959999999999999,105.0925925925926,0.043181442192797376,0.013296,0.097015380859375,cf1,0.013296,737.4631268436577,90.97633136094674,2.7039999999999997,103180.47337278107,0.05125809221035818,0.016,0.11785888671875,fm1,segment_matching_annotaudio_Aditya_2018-08-17_01_75_hp,-10,Aditya_2018-08-17_01_75,2,,,,-15.745514952785525,-7.1757851760485725,-37.885473063693645,-28.546276925183328,-36.31501491409581,-44.88474469083276,-29.139229738047238,-22.650655997443746,,-25.804751239638215,-27.29405714002914,,14.116261231645854,2018-08-17 00:27:38,2018-08-17 00:27:37,1534458458.0,1534458457.0,multiple
90,93,0.001456,2136.7521367521367,98.06034482758619,0.928,103448.27586206897,0.004374722527175296,0.002384,0.0089111328125,fm1,0.002384,98.54158454867954,103834.0232603982,20.292,103.93258426966293,0.01778670039679634,0.022676,0.03814697265625,cf1,0.022676,1225.4901960784316,90.90909090909092,1.6280000000000001,101965.60196560195,0.00717272726421847,0.024304,0.016998291015625,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_76_hp,-10,Aditya_2018-08-17_01_76,1,,,,-4.238108613825139,-7.36607715298684,-15.070441930783778,-17.678094142508172,-25.038385400451848,-21.910416861290145,-17.672308247465004,-11.989400416389875,-47.1809897499221,-42.88631364927991,-34.998092204564514,5.872239442076738,13.023493360572015,2018-08-17 00:27:40,2018-08-17 00:27:38,1534458460.0,1534458458.0,single
91,94,0.0007160000000000001,1953.125,100.39370078740158,1.016,105314.96062992128,0.009412343893799392,0.001732,0.01983642578125,fm1,0.001732,112.35955056179779,108395.1449763992,17.796,108.67610699033493,0.0254977466108319,0.019528,0.051300048828125,cf1,0.019528,1420.4545454545455,102.56410256410258,1.4040000000000001,106125.35612535613,0.013057333881227649,0.020932,0.0374755859375,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_80_hp,-10,Aditya_2018-08-17_01_80,1,,,,,-0.26952459699842873,,-17.371126215839453,-25.230633318874432,,-24.961108721876002,-19.336297502899328,-40.52604427239585,-37.68290981324667,-31.8699639816926,8.282406202933343,6.11200442623235,2018-08-17 00:33:23,2018-08-17 00:33:20,1534458803.0,1534458800.0,single
92,95,0.000968,3125.0,103.7735849056604,0.636,108490.56603773586,0.006791380885321118,0.001604,0.01580810546875,fm1,0.001604,148.98688915375448,106780.92399403876,13.42,106.92995529061103,0.034385444893102204,0.015024,0.06329345703125,cf1,0.015024,1077.5862068965516,100.10822510822511,1.848,104437.22943722946,0.013139156259117964,0.016872,0.036712646484375,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_81_hp,-10,Aditya_2018-08-17_01_81,1,,,,-7.608161925060401,-2.894436776489677,-30.188239599248014,-23.716973732063984,-31.374136416747717,-36.087861565318434,-28.47969964025804,-20.760784941049327,-43.36083824074745,-37.628650448605924,-29.272507044080953,3.156370384950642,6.821730182385917,2018-08-17 00:35:39,2018-08-17 00:35:38,1534458939.0,1534458938.0,single
93,96,0.00014,1366.120218579235,92.03296703296704,1.456,100961.53846153848,0.0524886806159611,0.001596,0.11297607421875,fm1,0.001596,76.31257631257631,102388.94825217524,26.204,102.6942451534117,0.07534431070901712,0.0278,0.184417724609375,cf1,0.0278,1562.5,90.90909090909089,1.276,100313.47962382443,0.02261736876136757,0.029076,0.047943115234375,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_82_hp,-10,Aditya_2018-08-17_01_82,1,,,,-10.248315628976725,-6.3578299250957455,-32.48940675940058,-28.363852505325962,-36.38441125666315,-40.27489696054413,-30.026581331567396,-23.815120421958863,-25.598686875141734,-32.91115842047222,-22.458990718603246,10.661278120444665,11.785154244320802,2018-08-17 00:37:11,2018-08-17 00:37:10,1534459031.0,1534459030.0,single
94,97,0.001272,980.3921568627452,88.40864440078589,2.036,99214.14538310411,0.12928350337226427,0.003308,0.234710693359375,fm1,0.003308,134.12017167381978,101784.75577026304,14.904,102.12023617820721,0.2534728712354469,0.018212,0.446990966796875,cf1,0.018212,1121.0762331838564,86.71171171171173,1.7760000000000005,97409.90990990993,0.1358734156118544,0.019988,0.271728515625,fm2,segment_matching_annotaudio_Aditya_2018-08-17_01_83_hp,-10,Aditya_2018-08-17_01_83,1,,,,,-4.799383732164201,,-23.872889022043577,-30.67693822449121,,-25.877554492327015,-20.526711311615973,-17.769137754745717,-17.337310141651624,-11.92137031266581,13.711591777421331,15.40852446649548,2018-08-17 00:37:14,2018-08-17 00:37:13,1534459034.0,1534459033.0,single
95,106,0.000708,3378.3783783783783,107.14285714285714,0.588,108843.53741496599,0.020344794810218964,0.001296,0.034332275390625,fm1,0.001296,73.0780473545747,111058.32480631486,27.364,111.09486917117381,0.06238565998780035,0.02866,0.11651611328125,cf1,0.02866,1838.235294117647,104.24354243542436,1.0839999999999999,108856.08856088562,0.01948011476892359,0.029744,0.03448486328125,fm2,segment_matching_annotaudio_Aditya_2018-08-17_12_2_hp,-10,Aditya_2018-08-17_12_2,1,,,,,-4.26801572889211,,-26.78717351808073,-35.36350093737278,,-31.095485208480675,-24.45059270719423,-33.83093371831667,-34.20816977526369,-24.09830452169633,3.9520120283166764,6.851326735749448,2018-08-17 01:01:52,2018-08-17 01:01:50,1534460512.0,1534460510.0,single
96,112,0.001032,1712.3287671232874,97.41379310344827,1.16,104310.34482758619,0.0073268714573361685,0.0021920000000000004,0.014739990234375,fm1,0.0021920000000000004,145.09576320371445,104674.79674796748,13.775999999999998,104.81997677119627,0.025609000331913368,0.015968,0.0494384765625,cf1,0.015968,1219.5121951219512,95.35452322738386,1.6360000000000001,103300.73349633253,0.016629079458762408,0.017603999999999998,0.0362548828125,fm2,segment_matching_annotaudio_Aditya_2018-08-17_12_4_hp,-10,Aditya_2018-08-17_12_4,1,,,,-7.878090541128168,-11.566829778743779,-22.33284409512907,-26.38547499839489,-31.702156039386573,-28.01341680177096,-20.1353262606428,-12.614223943801726,-42.70162855316772,-35.58263582985518,-31.832147484756632,7.406183667747988,9.4654535438124,2018-08-17 01:02:54,2018-08-17 01:02:48,1534460574.0,1534460568.0,single
97,121,,,,,,,,,,0.000936,150.69318866787222,104267.18938480096,13.263999999999998,104.4179734620024,0.032442813462086065,0.0142,0.05950927734375,cf1,0.0142,1412.4293785310736,94.19263456090651,1.412,102691.21813031164,0.017844665503919516,0.015612,0.041229248046875,fm1,segment_matching_annotaudio_Aditya_2018-08-17_12_8_hp,-10,Aditya_2018-08-17_12_8,1,,,,,1.8969824309980847,,-26.575521349199448,-34.01943888618024,,-35.91642131717833,-29.465366808879036,,-34.96983176858333,-29.777629810501995,,10.225338901095878,2018-08-17 01:09:21,2018-08-17 01:09:21,1534460961.0,1534460961.0,single
98,104,0.000532,1404.4943820224719,91.10169491525424,1.416,96045.19774011301,0.007089461316744836,0.001948,0.01507568359375,fm1,0.001948,117.59172154280338,104117.64705882355,17.0,104.29411764705883,0.02388367381524,0.018948,0.047210693359375,cf1,0.018948,1077.5862068965516,88.55291576673868,1.8519999999999999,95572.35421166307,0.024269670898788485,0.0208,0.056304931640625,fm2,segment_matching_annotaudio_Aditya_2018-08-17_12_15_hp,-10,Aditya_2018-08-17_12_15,1,,,,-10.979178024130185,-5.827368017535651,-38.599784109024355,-30.25703908479619,-38.9084644799735,-44.06027448656804,-33.081096462437856,-25.315250143088328,-42.987735256996125,-32.29872225482748,-32.43797737416346,13.192422731804589,15.74120188032015,2018-08-17 01:15:15,2018-08-17 01:15:10,1534461315.0,1534461310.0,single
